Contact ID;Contact Driver Category;Root Cause;Root Cause Category;Date of Contact;Product Category;Business Type;Specialisation
10190;Warranty and Repair Services;Warranty Coverage Question;Warranty Policy;2023-09-13;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10191;Financial and Leasing Options;Lease Agreement Clarification;Leasing Terms;2022-08-25;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10192;Warranty and Repair Services;Warranty Coverage Question;Warranty Policy;2023-03-23;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10193;Warranty and Repair Services;Service Quality Concern;Service Quality;2022-12-22;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10194;Software Updates and Features;User Interface Bug;Software Usability;2023-01-17;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10195;Energy Product Inquiries;Solar Panel Efficiency Query;Product Performance;2023-11-21;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10196;Electric Vehicle Troubleshooting;Vehicle Diagnostic Error;Technical Diagnosis;2022-10-09;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10197;Financial and Leasing Options;Finance Plan Inquiry;Financial Options;2023-02-05;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10198;Software Updates and Features;Feature Activation Error;Feature Accessibility;2022-07-14;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10199;Order and Delivery Process;Order Modification Difficulty;Order Management;2023-01-20;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10200;Financial and Leasing Options;Lease Agreement Clarification;Leasing Terms;2022-05-10;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10201;Warranty and Repair Services;Warranty Coverage Question;Warranty Policy;2023-10-05;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10202;Electric Vehicle Troubleshooting;Connectivity Issue;Vehicle Connectivity;2023-08-10;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10203;Order and Delivery Process;Vehicle Configuration Error;Order Customization;2023-08-31;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10204;Financial and Leasing Options;Credit Approval Process;Credit Assessment;2021-12-18;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10205;Financial and Leasing Options;Lease Agreement Clarification;Leasing Terms;2022-02-23;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10206;Software Updates and Features;Feature Activation Error;Feature Accessibility;2023-06-08;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10207;Autopilot and Safety Features;Software Integration Issue;System Integration;2023-05-25;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10208;Financial and Leasing Options;Lease Agreement Clarification;Leasing Terms;2023-12-01;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10209;Service Appointment Scheduling;Booking System Glitch;Appointment System;2022-09-11;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10210;Service Appointment Scheduling;Service Center Availability;Service Accessibility;2022-05-28;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10211;Battery and Charging Issues;Charging Station Compatibility;Charging Infrastructure;2023-12-08;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10212;Financial and Leasing Options;Lease Agreement Clarification;Leasing Terms;2022-08-13;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10213;Order and Delivery Process;Delivery Timeframe Uncertainty;Delivery Planning;2022-02-19;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10214;Autopilot and Safety Features;Safety Feature Calibration;Vehicle Safety;2023-01-23;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10215;Energy Product Inquiries;Solar Panel Efficiency Query;Product Performance;2023-02-02;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10216;Autopilot and Safety Features;Software Integration Issue;System Integration;2022-04-01;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10217;Autopilot and Safety Features;Autopilot System Error;Autonomous Technology;2023-04-21;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10218;Energy Product Inquiries;Solar Panel Efficiency Query;Product Performance;2023-10-13;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10219;Service Appointment Scheduling;Booking System Glitch;Appointment System;2022-11-27;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10220;Financial and Leasing Options;Credit Approval Process;Credit Assessment;2022-02-03;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10221;Energy Product Inquiries;Installation Process Delay;Installation Timing;2022-02-22;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10222;Order and Delivery Process;Delivery Timeframe Uncertainty;Delivery Planning;2022-03-25;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10223;Financial and Leasing Options;Credit Approval Process;Credit Assessment;2022-02-02;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10224;Battery and Charging Issues;Charging Speed Problem;Charging Efficiency;2023-05-01;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10225;Battery and Charging Issues;Battery Performance Decline;Battery Life;2022-02-10;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10226;Electric Vehicle Troubleshooting;Hardware Malfunction;Vehicle Hardware;2023-05-05;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10227;Autopilot and Safety Features;Software Integration Issue;System Integration;2023-10-31;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10228;Software Updates and Features;User Interface Bug;Software Usability;2022-06-28;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10229;Electric Vehicle Troubleshooting;Connectivity Issue;Vehicle Connectivity;2022-05-03;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10230;Software Updates and Features;Update Installation Failure;Software Update;2022-07-24;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10231;Battery and Charging Issues;Battery Performance Decline;Battery Life;2023-01-31;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10232;Software Updates and Features;User Interface Bug;Software Usability;2023-06-17;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10233;Service Appointment Scheduling;Service Center Availability;Service Accessibility;2023-03-28;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10234;Financial and Leasing Options;Credit Approval Process;Credit Assessment;2023-03-11;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10235;Financial and Leasing Options;Credit Approval Process;Credit Assessment;2022-01-17;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10236;Software Updates and Features;Update Installation Failure;Software Update;2022-09-17;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10237;Financial and Leasing Options;Finance Plan Inquiry;Financial Options;2023-03-09;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10238;Energy Product Inquiries;Energy Storage Solution;Energy Solution;2022-03-08;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10239;Battery and Charging Issues;Charging Station Compatibility;Charging Infrastructure;2023-03-27;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10240;Software Updates and Features;User Interface Bug;Software Usability;2022-04-02;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10241;Autopilot and Safety Features;Software Integration Issue;System Integration;2023-07-26;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10242;Warranty and Repair Services;Warranty Coverage Question;Warranty Policy;2022-03-13;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10243;Order and Delivery Process;Delivery Timeframe Uncertainty;Delivery Planning;2022-02-01;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10244;Software Updates and Features;User Interface Bug;Software Usability;2022-02-16;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10245;Energy Product Inquiries;Energy Storage Solution;Energy Solution;2023-02-27;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10246;Energy Product Inquiries;Energy Storage Solution;Energy Solution;2023-06-17;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10247;Autopilot and Safety Features;Safety Feature Calibration;Vehicle Safety;2022-09-30;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10248;Warranty and Repair Services;Service Quality Concern;Service Quality;2023-09-28;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10249;Order and Delivery Process;Vehicle Configuration Error;Order Customization;2022-12-13;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10250;Order and Delivery Process;Vehicle Configuration Error;Order Customization;2023-11-04;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10251;Electric Vehicle Troubleshooting;Connectivity Issue;Vehicle Connectivity;2022-09-20;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10252;Electric Vehicle Troubleshooting;Connectivity Issue;Vehicle Connectivity;2023-03-13;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10253;Service Appointment Scheduling;Booking System Glitch;Appointment System;2022-09-12;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10254;Order and Delivery Process;Vehicle Configuration Error;Order Customization;2023-02-12;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10255;Electric Vehicle Troubleshooting;Connectivity Issue;Vehicle Connectivity;2022-06-02;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10256;Battery and Charging Issues;Battery Performance Decline;Battery Life;2023-05-23;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10257;Autopilot and Safety Features;Autopilot System Error;Autonomous Technology;2022-02-28;Energy Storage;Automotive and Energy;Electric Mobility and Sustainable Energy
10258;Service Appointment Scheduling;Appointment Rescheduling;Customer Flexibility;2023-01-25;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10259;Battery and Charging Issues;Battery Performance Decline;Battery Life;2021-12-18;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10260;Battery and Charging Issues;Charging Station Compatibility;Charging Infrastructure;2023-02-03;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10261;Service Appointment Scheduling;Service Center Availability;Service Accessibility;2022-06-29;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10262;Software Updates and Features;Update Installation Failure;Software Update;2022-07-03;Electric Vehicles;Automotive and Energy;Electric Mobility and Sustainable Energy
10263;Order and Delivery Process;Delivery Timeframe Uncertainty;Delivery Planning;2023-06-29;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
10264;Electric Vehicle Troubleshooting;Vehicle Diagnostic Error;Technical Diagnosis;2022-01-30;Solar Products;Automotive and Energy;Electric Mobility and Sustainable Energy
